,itemid,num_patients,label,ratio
20,638,9,Sigh Rate,0.0008351118121926324
2762,613,8,Resp Quotient - (R),0.0007423216108378956
1589,1621,8,High/Min/Vent,0.0007423216108378956
1354,1223,8,HIGH EXHALED MIN VOL,0.0007423216108378956
2663,511,8,PT Splint #4 [Location],0.0007423216108378956
2433,175,8,Energy Expenditure,0.0007423216108378956
3019,225424,8,Patient/family/team understand & agree with plan,0.0007423216108378956
849,2509,8,APROTONIN CC/HR,0.0007423216108378956
255,6010,8,P-Lo,0.0007423216108378956
2126,2993,8,trache care,0.0007423216108378956
1549,1568,8,high me,0.0007423216108378956
258,6013,8,T-Lo,0.0007423216108378956
21,639,8,Sigh Tidal Volume,0.0007423216108378956
1600,1637,8,pneumo boots,0.0007423216108378956
1505,1513,8,Hi Min Vol,0.0007423216108378956
1763,712,8,VO2 (200-250),0.0007423216108378956
175,8453,8,PT Splint #4 [Status],0.0007423216108378956
1678,1734,8,TOF,0.0007423216108378956
1423,1394,7,Height Inches,0.0006495314094831586
1647,1692,7,T low,0.0006495314094831586
1024,5756,7,PINPS,0.0006495314094831586
1623,1666,7,phigh,0.0006495314094831586
367,6330,7,Bed rotation,0.0006495314094831586
257,6012,7,T-Hi,0.0006495314094831586
979,5625,7,Pinps,0.0006495314094831586
1424,1395,7,M-Ideal Body Wgt Kg,0.0006495314094831586
1255,1001,7,rotation,0.0006495314094831586
3353,228145,7,ABI Ankle BP L,0.0006495314094831586
1830,7161,7,P-Hi,0.0006495314094831586
1391,1348,7,podus boots,0.0006495314094831586
717,2194,7,SVO2,0.0006495314094831586
3306,227647,7,Clot Size (cm),0.0006495314094831586
3372,228195,7,Pump Speed,0.0006495314094831586
1399,1366,7,CCI,0.0006495314094831586
3373,228196,7,Return Site Observed (Tandem Heart),0.0006495314094831586
1746,695,7,Tract/Imm Location#3,0.0006495314094831586
3371,228193,7,Oxygenator/ECMO,0.0006495314094831586
3375,228200,7,Vibration in Line,0.0006495314094831586
3057,225731,7,Pheresis Catheter Line Tip Cultured,0.0006495314094831586
1685,1742,7,QTC,0.0006495314094831586
3365,228187,7,Cannulas Visible,0.0006495314094831586
2570,409,7,Inc/Wound Packing #6,0.0006495314094831586
3366,228188,7,Change in Blood Color,0.0006495314094831586
3368,228190,7,Infusate Drops/Minute,0.0006495314094831586
3364,228186,7,Access Site Observed (Tandem Heart),0.0006495314094831586
3374,228198,7,Tandem Heart Flow,0.0006495314094831586
1750,699,7,Traction/Immobile #3,0.0006495314094831586
2607,448,7,Minute Volume,0.0006495314094831586
1679,1735,7,Multipodus boots,0.0006495314094831586
3142,226768,6,PhApacheIIScore,0.0005567412081284216
1016,5729,6,bair hugger,0.0005567412081284216
3139,226765,6,MapApacheIIScore,0.0005567412081284216
3141,226767,6,OxygenApacheIIScore,0.0005567412081284216
3140,226766,6,MapApacheIIValue,0.0005567412081284216
747,2307,6,WAFFLE BOOTS,0.0005567412081284216
952,2699,6,EF,0.0005567412081284216
588,1910,6,BAth,0.0005567412081284216
3153,226780,6,WBCApacheIIValue,0.0005567412081284216
3144,226771,6,PotassiumApacheIIScore,0.0005567412081284216
3152,226779,6,WbcApacheIIScore,0.0005567412081284216
1030,5764,6,driving press,0.0005567412081284216
3146,226773,6,RrApacheIIScore,0.0005567412081284216
746,2305,6,aprotinin,0.0005567412081284216
3147,226774,6,RRApacheIIValue,0.0005567412081284216
2286,3397,6,EEG,0.0005567412081284216
3148,226775,6,SodiumApacheIIScore,0.0005567412081284216
3149,226776,6,SodiumApacheIIValue,0.0005567412081284216
1007,5707,6,T LOW,0.0005567412081284216
1006,5706,6,T HIGH,0.0005567412081284216
989,5651,6,High Ve,0.0005567412081284216
3150,226777,6,TempApacheIIScore,0.0005567412081284216
3151,226778,6,TempApacheIIValue,0.0005567412081284216
3145,226772,6,PotassiumApacheIIValue,0.0005567412081284216
3125,226748,6,APACHEII-Renal failure,0.0005567412081284216
3138,226764,6,HrApacheIIValue,0.0005567412081284216
1301,1102,6,high exhaled min vol,0.0005567412081284216
3378,228212,6,Tandem Heart Access Line Pump Housing Checked,0.0005567412081284216
2244,3209,6,P LOW,0.0005567412081284216
3122,226743,6,APACHE II,0.0005567412081284216
3121,226739,6,AgeApacheIIValue,0.0005567412081284216
3120,226738,6,AgeApacheIIScore,0.0005567412081284216
2569,408,6,Inc/Wound Packing #5,0.0005567412081284216
1300,1101,6,PROTONIX,0.0005567412081284216
2150,3033,6,hair washed,0.0005567412081284216
3370,228192,6,Oxygenator Sweep Rate,0.0005567412081284216
1243,946,6,STV,0.0005567412081284216
2092,2935,6,P Low,0.0005567412081284216
1328,1188,6,dressing change,0.0005567412081284216
3382,228224,6,Tandem Heart Return Cannula Repositioned,0.0005567412081284216
3381,228222,6,Tandem Heart Return Cannula Migration,0.0005567412081284216
3377,228208,6,Tandem Heart Access Line Dressing Occlusive,0.0005567412081284216
3380,228219,6,Tandem Heart Return Cannula Dressing Occlusive,0.0005567412081284216
3379,228213,6,Tandem Heart Access Line Repositioned,0.0005567412081284216
3017,225422,6,Transportation,0.0005567412081284216
3124,226745,6,APACHE II Predecited Death Rate,0.0005567412081284216
3123,226744,6,APACHE II PDR - Adjusted,0.0005567412081284216
3354,228146,6,ABI Brachial BP R,0.0005567412081284216
2779,220283,6,Resistance,0.0005567412081284216
449,6627,6,linen change,0.0005567412081284216
1976,7921,6,Brush Teeth,0.0005567412081284216
3134,226760,6,HCO3Score,0.0005567412081284216
3135,226761,6,HematocritApacheIIScore,0.0005567412081284216
3369,228191,6,Infusion Pressure of Line,0.0005567412081284216
1263,1027,6,abdominal binder,0.0005567412081284216
1501,1508,6,Hi/Minute/Vol/Alarm,0.0005567412081284216
1361,1233,6,heliox,0.0005567412081284216
1422,1393,6,F-Ideal Body Wgt Kg,0.0005567412081284216
3128,226751,6,CreatinineApacheIIScore,0.0005567412081284216
560,1858,6,cisatracurium,0.0005567412081284216
3136,226762,6,HematocritApacheIIValue,0.0005567412081284216
534,1803,6,Solumedrol,0.0005567412081284216
374,6346,6,Cuff Pressure,0.0005567412081284216
3137,226763,6,HrApacheIIScore,0.0005567412081284216
3132,226755,6,GcsApacheIIScore,0.0005567412081284216
325,6230,5,Bath Care,0.0004639510067736847
3193,227035,5,OxygenScore_ApacheIV,0.0004639510067736847
1289,1070,5,shampoo,0.0004639510067736847
3192,227024,5,MapScore_ApacheIV,0.0004639510067736847
2073,2872,5,abd binder,0.0004639510067736847
1251,987,5,Clot to Blood Bank,0.0004639510067736847
3191,227023,5,MAP_ApacheIV,0.0004639510067736847
3188,227020,5,HtScore_ApacheIV,0.0004639510067736847
3189,227021,5,Intubated_ApacheIV,0.0004639510067736847
1692,1781,5,BED ALARM,0.0004639510067736847
3187,227019,5,HrScore_ApacheIV,0.0004639510067736847
1264,1028,5,Cisatracurium,0.0004639510067736847
3190,227022,5,LOS pre-ICU admission,0.0004639510067736847
3205,227059,5,UrineScore_ApacheIV,0.0004639510067736847
3196,227038,5,PHPaCO2Score_ApacheIV,0.0004639510067736847
2626,469,5,O2 Delivery Mode,0.0004639510067736847
2683,533,5,Peak Flow (Pred),0.0004639510067736847
1365,1313,5,High Exhaled min vol,0.0004639510067736847
448,6621,5,ROTATION,0.0004639510067736847
1364,1311,5,XIGRIS,0.0004639510067736847
3258,227453,5,Vancomycin (Peak),0.0004639510067736847
1359,1229,5,sling,0.0004639510067736847
579,1891,5,Heliox,0.0004639510067736847
1356,1226,5,Pantoprazole mg/hr,0.0004639510067736847
1430,1407,5,CIWA SCALE,0.0004639510067736847
817,2455,5,percussion,0.0004639510067736847
3209,227063,5,WBCScore_ApacheIV,0.0004639510067736847
3198,227050,5,RR_ApacheIV,0.0004639510067736847
3208,227062,5,WBC_ApacheIV,0.0004639510067736847
3207,227061,5,Ventilated at any time during ICU Day 1,0.0004639510067736847
2292,6,5,ABP [Systolic],0.0004639510067736847
815,2451,5,Passy-Muir Valve,0.0004639510067736847
3206,227060,5,Use A-aDO2,0.0004639510067736847
3203,227055,5,TempScore_ApacheIV,0.0004639510067736847
3202,227054,5,TemperatureF_ApacheIV,0.0004639510067736847
3201,227053,5,SodiumScore_ApacheIV,0.0004639510067736847
3200,227052,5,Sodium_ApacheIV,0.0004639510067736847
3199,227051,5,RRScore_ApacheIV,0.0004639510067736847
1248,977,5,TRACHE CARE,0.0004639510067736847
1244,956,5,CPT,0.0004639510067736847
3186,227018,5,HR_ApacheIV,0.0004639510067736847
3119,226737,5,AaDO2ApacheIIValue,0.0004639510067736847
1644,1689,5,P High,0.0004639510067736847
3167,226994,5,ApacheIV_Mortality prediction,0.0004639510067736847
2187,3098,5,hi mv,0.0004639510067736847
1146,774,5,Ammonia,0.0004639510067736847
3164,226990,5,Apache IV PaFiRatio,0.0004639510067736847
3163,226984,5,Apache IV Age,0.0004639510067736847
3161,226982,5,AlbuminScore_ApacheIV,0.0004639510067736847
3159,226980,5,AgeScore_ApacheIV,0.0004639510067736847
3106,226272,5,EF (CCO),0.0004639510067736847
3278,227519,5,Urine output_ApacheIV,0.0004639510067736847
1968,7896,5,teeth brushed,0.0004639510067736847
3168,226995,5,ApacheIV_Natural antilog,0.0004639510067736847
3126,226749,5,ChpApacheIIScore,0.0004639510067736847
1573,1602,5,hepa filter,0.0004639510067736847
3127,226750,5,Chronic Dilaysis,0.0004639510067736847
3129,226752,5,CreatinineApacheIIValue,0.0004639510067736847
1612,1654,5,HIGH VE,0.0004639510067736847
3130,226753,5,DswfApacheScore,0.0004639510067736847
3143,226769,5,PHApacheIIValue,0.0004639510067736847
3131,226754,5,FiO2ApacheIIValue,0.0004639510067736847
762,2339,5,APROTONIN,0.0004639510067736847
3133,226759,5,HCO3ApacheIIValue,0.0004639510067736847
3185,227017,5,Hematocrit_ApacheIV,0.0004639510067736847
573,1879,5,xigris,0.0004639510067736847
3061,225736,5,Triple Introducer Line Tip Cultured,0.0004639510067736847
3169,226996,5,APS,0.0004639510067736847
633,2006,5,high min volume,0.0004639510067736847
1506,1514,5,Hi Tidal Vol,0.0004639510067736847
3177,227005,5,Creatinine_ApacheIV,0.0004639510067736847
3176,227004,5,ChronicScore_ApacheIV,0.0004639510067736847
1671,1722,5,Waffle boots,0.0004639510067736847
3175,227002,5,CABG Patient,0.0004639510067736847
3182,227013,5,GcsScore_ApacheIV,0.0004639510067736847
3178,227006,5,CreatScore_ApacheIV,0.0004639510067736847
3174,227001,5,BunScore_ApacheIV,0.0004639510067736847
3173,227000,5,BUN_ApacheIV,0.0004639510067736847
3172,226999,5,BiliScore_ApacheIV,0.0004639510067736847
3183,227015,5,Glucose_ApacheIV,0.0004639510067736847
3184,227016,5,GlucoseScore_ApacheIV,0.0004639510067736847
3179,227007,5,Diabetes,0.0004639510067736847
1662,1710,5,zzz Stim Thresh mA [Unit],0.0004639510067736847
1858,7300,4,hairwashed,0.0003711608054189478
2049,2823,4,incentive spirometry,0.0003711608054189478
1814,7095,4,Shaved,0.0003711608054189478
2245,3210,4,pressure high,0.0003711608054189478
2246,3211,4,time high,0.0003711608054189478
452,6645,4,pmv,0.0003711608054189478
2129,3001,4,Solumedrol mg/kg/hr,0.0003711608054189478
2093,2936,4,T High,0.0003711608054189478
2247,3212,4,time low,0.0003711608054189478
2094,2937,4,T Low,0.0003711608054189478
2152,3036,4,P HIGH,0.0003711608054189478
567,1870,4,multipodis boots,0.0003711608054189478
2276,3263,4,BATHED,0.0003711608054189478
2205,3126,4,SLOPE,0.0003711608054189478
2597,438,4,MAP,0.0003711608054189478
1887,7454,4,Driving P,0.0003711608054189478
2028,2778,4,Pantoprazole,0.0003711608054189478
2162,3050,4,spont tidal volumes,0.0003711608054189478
557,1853,4,protonix mg/hr,0.0003711608054189478
2392,132,4,Compliance-Corrected,0.0003711608054189478
713,2161,4,aprotinin cc/hr,0.0003711608054189478
1402,1371,4,cco,0.0003711608054189478
737,2287,4,APROTININ CC/HR,0.0003711608054189478
1285,1062,4,PMV on/off,0.0003711608054189478
941,2687,4,AMMONIA,0.0003711608054189478
1413,1383,4,high minute vol.,0.0003711608054189478
732,2280,4,1:1 sitter,0.0003711608054189478
1116,5950,4,NO PPM,0.0003711608054189478
1304,1108,4,mucomyst,0.0003711608054189478
277,6095,4,INO,0.0003711608054189478
248,4595,4,Criticaid,0.0003711608054189478
1313,1118,4,multipodus boot,0.0003711608054189478
766,2355,4,solumedrol mg/kg/hr,0.0003711608054189478
1314,1119,4,seizure pads,0.0003711608054189478
217,8496,4,zzz Stim Thresh mA [Value],0.0003711608054189478
1317,1122,4,lepirudin,0.0003711608054189478
1324,1136,4,vasopressin,0.0003711608054189478
3181,227010,4,FiO2_ApacheIV,0.0003711608054189478
709,2143,4,multipodus,0.0003711608054189478
751,2311,4,VT,0.0003711608054189478
1622,1665,4,High Min Vol,0.0003711608054189478
1027,5760,4,Bed bath,0.0003711608054189478
3014,225419,4,Hospice inpatient,0.0003711608054189478
1609,1651,4,High Tidal Volume,0.0003711608054189478
3171,226998,4,Bilirubin_ApacheIV,0.0003711608054189478
1646,1691,4,T high,0.0003711608054189478
1603,1640,4,PEG care,0.0003711608054189478
627,1996,4,HIGH MIN. VOL.,0.0003711608054189478
1559,1582,4,P high,0.0003711608054189478
373,6344,4,CUFF PRESS.,0.0003711608054189478
673,2074,4,AV Fistula,0.0003711608054189478
1500,1507,4,HIGH MINUTE VOL,0.0003711608054189478
3367,228189,4,CO-Tandem Heart Flow,0.0003711608054189478
1266,1032,4,Hi/minute/vol/alarm,0.0003711608054189478
1488,1491,4,apnea time,0.0003711608054189478
3376,228204,4,Tandem Heart Access Line Catheter Length,0.0003711608054189478
697,2125,4,slope,0.0003711608054189478
1568,1594,4,HI/MINUTE/VOL,0.0003711608054189478
338,6267,3,NO2,0.0002783706040642108
1875,7379,3,TLSO brace,0.0002783706040642108
341,6273,3,Driving P.,0.0002783706040642108
282,6102,3,T-LO,0.0002783706040642108
3293,227597,3,Impaired Skin Depth #10,0.0002783706040642108
1994,2730,3,CAMINO,0.0002783706040642108
652,2042,3,TLOW,0.0002783706040642108
1551,1570,3,HI TIDAL VOL,0.0002783706040642108
1563,1586,3,Xigris mcg/kg/hr,0.0002783706040642108
3011,225416,3,Long term care custodial non-Medicare certified,0.0002783706040642108
3194,227036,3,PCO2_ApacheIV,0.0002783706040642108
3195,227037,3,PH_ApacheIV,0.0002783706040642108
630,2000,3,Inspiratory Time,0.0002783706040642108
1971,7908,3,T-disconnect,0.0002783706040642108
281,6101,3,T-HI,0.0002783706040642108
2304,37,3,Additional Gas(Vent),0.0002783706040642108
361,6315,3,Insp time,0.0002783706040642108
450,6631,3,pressure low,0.0002783706040642108
1932,7652,3,bath care,0.0002783706040642108
649,2039,3,PHIGH,0.0002783706040642108
369,6336,3,PCV driving pressure,0.0002783706040642108
3012,225417,3,Assisted living,0.0002783706040642108
912,2641,3,SJO2,0.0002783706040642108
280,6100,3,P-LO,0.0002783706040642108
2301,34,3,Add Gas Flow (Vent),0.0002783706040642108
1964,7856,3,bruit,0.0002783706040642108
1490,1495,3,urine ph,0.0002783706040642108
279,6099,3,P-HI,0.0002783706040642108
632,2003,3,HIGH MIN VOL,0.0002783706040642108
2693,544,3,Plateau Time (7200),0.0002783706040642108
2686,536,3,Peri Care,0.0002783706040642108
3016,225421,3,DME,0.0002783706040642108
2013,2757,3,KETAMINE MG/HR,0.0002783706040642108
669,2066,3,atc,0.0002783706040642108
1118,5952,3,nitric oxide,0.0002783706040642108
1277,1051,3,passy-muir valve,0.0002783706040642108
659,2052,3,Nicardipine,0.0002783706040642108
2218,3169,3,multipodous boots,0.0002783706040642108
2217,3168,3,HIGH MIN. VOL,0.0002783706040642108
660,2053,3,high VE,0.0002783706040642108
2214,3160,3,HIGH MV LIMIT,0.0002783706040642108
1242,944,3,Chest PT,0.0002783706040642108
667,2064,3,in-exsufflator,0.0002783706040642108
2151,3034,3,left arm sling,0.0002783706040642108
3013,225418,3,VA hospital,0.0002783706040642108
2165,3058,3,shaved,0.0002783706040642108
501,6864,3,Low insp pressure,0.0002783706040642108
689,2103,3,High minute volume,0.0002783706040642108
692,2107,3,pinsp,0.0002783706040642108
2198,3113,3,high min.vol,0.0002783706040642108
694,2119,3,Slope,0.0002783706040642108
695,2123,3,High exhale MV,0.0002783706040642108
1154,782,3,Bleeding Time,0.0002783706040642108
702,2131,3,Nitric oxide,0.0002783706040642108
1295,1093,3,coccyx drsg change,0.0002783706040642108
1298,1097,3,Pantoprazole  mg/hr,0.0002783706040642108
2106,2957,3,ECMO FLOW,0.0002783706040642108
1303,1104,3,HI/Minute/vol/alarm,0.0002783706040642108
2448,191,3,FiO2/O2 Delivered,0.0002783706040642108
3015,225420,3,Hospice home,0.0002783706040642108
3160,226981,3,Albumin_ApacheIV,0.0002783706040642108
840,2498,3,CARIPORIDE CC/HR,0.0002783706040642108
2029,2779,3,bladder pressures,0.0002783706040642108
1340,1203,3,fleets enema,0.0002783706040642108
1330,1193,3,L. ARM SLING,0.0002783706040642108
1062,5828,3,Multipodus Boots,0.0002783706040642108
1323,1133,3,Multi-podis boots,0.0002783706040642108
1068,5841,3,TPA,0.0002783706040642108
471,6719,3,SpO2-L,0.0002783706040642108
714,2164,3,NIMBEX MG/KG/HR,0.0002783706040642108
2240,3204,3,Pinsp.,0.0002783706040642108
2239,3202,3,pin care,0.0002783706040642108
1312,1117,3,PASSEY MUIR VALVE,0.0002783706040642108
2080,2907,3,R groin sheath,0.0002783706040642108
3116,226541,3,ScvO2 Central Venous O2% Sat,0.0002783706040642108
480,6782,3,nephrostomy,0.0002783706040642108
2088,2924,3,sitter,0.0002783706040642108
2765,220125,3,Left Ventricular Assit Device Flow,0.0002783706040642108
699,2127,3,high exhale mv,0.0002783706040642108
1628,1671,3,act,0.0002783706040642108
1850,7268,3,Bed Rotation Left,0.0002783706040642108
1797,7027,3,vacuum,0.0002783706040642108
3394,228379,3,TFCd0 (NICOM),0.0002783706040642108
3393,228378,3,TFCd (NICOM),0.0002783706040642108
782,2382,3,Protonix gtt,0.0002783706040642108
768,2359,3,thrill/bruit,0.0002783706040642108
1668,1718,3,High Minute Vent.,0.0002783706040642108
720,2201,3,Precedex,0.0002783706040642108
1663,1711,3,zzzt Stim Thresh mA [Unit],0.0002783706040642108
622,1982,3,HIGH MV ALARM,0.0002783706040642108
1645,1690,3,P low,0.0002783706040642108
246,4549,3,criticaid,0.0002783706040642108
783,2386,3,passey muir,0.0002783706040642108
218,8497,3,zzzt Stim Thresh mA [Value],0.0002783706040642108
1642,1687,3,high minute vol,0.0002783706040642108
1638,1682,3,multi podus boots,0.0002783706040642108
1637,1681,3,high MV.,0.0002783706040642108
542,1822,3,PASSE-MUIR VALVE,0.0002783706040642108
586,1904,3,Qtc,0.0002783706040642108
776,2369,3,fem map,0.0002783706040642108
1593,1630,3,podis boots,0.0002783706040642108
812,2445,3,Vasopressin,0.0002783706040642108
393,6417,3,low pressure,0.0002783706040642108
1613,1655,3,Insp. Time,0.0002783706040642108
1689,1758,3,HI MIN VOL,0.0002783706040642108
384,6375,3,Trache care,0.0002783706040642108
718,2196,3,PRECEDEX,0.0002783706040642108
2886,224660,3,ECMO,0.0002783706040642108
1681,1737,3,HI/Minute/vol,0.0002783706040642108
3398,228392,3,Alsius Bath Temp,0.0002783706040642108
1799,7033,3,octreotide,0.0002783706040642108
1096,5898,2,urine na,0.0001855804027094739
3170,226997,2,ARF,0.0001855804027094739
286,6114,2,LUMBAR DRAIN,0.0001855804027094739
2067,2862,2,PEG DSG/CARE QD,0.0001855804027094739
752,2316,2,Passy-Muir valve,0.0001855804027094739
2016,2764,2,Aprotinin cc/hr,0.0001855804027094739
1099,5921,2,ABDOMINAL BINDER,0.0001855804027094739
1091,5892,2,tpa mg/hr,0.0001855804027094739
2031,2783,2,edv,0.0001855804027094739
1634,1678,2,Time disconnect,0.0001855804027094739
1633,1676,2,TL,0.0001855804027094739
543,1824,2,C&DB,0.0001855804027094739
546,1832,2,Trach care.,0.0001855804027094739
2273,3259,2,mv,0.0001855804027094739
1606,1648,2,HIGH ME,0.0001855804027094739
584,1900,2,MULTIPODIS BOOTS,0.0001855804027094739
1811,7092,2,Tinsp,0.0001855804027094739
2084,2913,2,R FEM ART LINE,0.0001855804027094739
478,6773,2,DRIVING PRESS.,0.0001855804027094739
479,6774,2,RSSI #units,0.0001855804027094739
541,1821,2,potassium phosphate,0.0001855804027094739
1074,5854,2,fem aline,0.0001855804027094739
1620,1663,2,Calcium gluconate,0.0001855804027094739
547,1837,2,Flolan,0.0001855804027094739
1632,1675,2,TH,0.0001855804027094739
710,2145,2,tpa,0.0001855804027094739
3018,225423,2,Free care pharmacy ,0.0001855804027094739
2035,2789,2,MAMMARY SUPPORT,0.0001855804027094739
24,8021,2,AutoRotation,0.0001855804027094739
2037,2792,2,pr interval,0.0001855804027094739
2027,2777,2,TLSO,0.0001855804027094739
1336,1199,2,HFO MAP,0.0001855804027094739
2258,3235,2,DRIVING PRESS,0.0001855804027094739
526,6963,2,breast binder,0.0001855804027094739
2046,2809,2,xigris mcg/kg/hr,0.0001855804027094739
712,2150,2,CHEST PT,0.0001855804027094739
2254,3219,2,calcium gluconate,0.0001855804027094739
525,6960,2,teds,0.0001855804027094739
2050,2824,2,SHAMPOO,0.0001855804027094739
2051,2826,2,Incentive spirometry,0.0001855804027094739
2053,2831,2,FEM ABP,0.0001855804027094739
2054,2832,2,APROTININE,0.0001855804027094739
2056,2834,2,ICS,0.0001855804027094739
1621,1664,2,Low exhaled min vol,0.0001855804027094739
1630,1673,2,PH,0.0001855804027094739
3162,226983,2,Apache IV A-aDO2,0.0001855804027094739
1631,1674,2,PL,0.0001855804027094739
1798,7031,2,multi podis boot,0.0001855804027094739
1635,1679,2,high min. vent.,0.0001855804027094739
540,1820,2,alcohol bath,0.0001855804027094739
2089,2925,2,flow trigger,0.0001855804027094739
2090,2929,2,sputum culture,0.0001855804027094739
2147,3030,2,slop,0.0001855804027094739
1670,1721,2,Ribaviron,0.0001855804027094739
497,6852,2,nausea,0.0001855804027094739
1672,1725,2,Pulse,0.0001855804027094739
1673,1726,2,HIGH MIN VENT,0.0001855804027094739
1677,1732,2,Hair washed,0.0001855804027094739
676,2079,2,Nitric tank psi,0.0001855804027094739
677,2080,2,high NO,0.0001855804027094739
1190,819,2,Lidocaine,0.0001855804027094739
2208,3131,2,Shampoo,0.0001855804027094739
3099,226170,2,Head of Bead Measurement,0.0001855804027094739
681,2091,2,dexmedetomidine,0.0001855804027094739
300,6149,2,PeCO2,0.0001855804027094739
2163,3051,2,high min.vol.,0.0001855804027094739
2164,3052,2,waffle boot,0.0001855804027094739
688,2101,2,nicardipine mg/hr,0.0001855804027094739
2171,3067,2,FEM MAP,0.0001855804027094739
690,2105,2,hi minute volume,0.0001855804027094739
1165,794,2,Differential-Atyps,0.0001855804027094739
2199,3114,2,PCV Driving Pressure,0.0001855804027094739
1751,700,2,Traction/Immobile #4,0.0001855804027094739
618,1976,2,hi min vent.,0.0001855804027094739
611,1963,2,SITTER,0.0001855804027094739
2182,3082,2,HIGH TIDAL VOL,0.0001855804027094739
302,6151,2,TRACHEOSTOMY CARE,0.0001855804027094739
608,1948,2,Trache Care,0.0001855804027094739
1747,696,2,Tract/Imm Location#4,0.0001855804027094739
2188,3100,2,LOW MV,0.0001855804027094739
716,2185,2,CALCIUM GLUCONATE,0.0001855804027094739
2146,3029,2,p low,0.0001855804027094739
666,2063,2,NO tank psi,0.0001855804027094739
665,2062,2,NO ppm,0.0001855804027094739
1290,1077,2,HAIR WASHED,0.0001855804027094739
2091,2932,2,aprotinine,0.0001855804027094739
2233,3192,2,BUMEX MG/HR,0.0001855804027094739
1305,1110,2,drsg change,0.0001855804027094739
2099,2946,2,APPROTININ CC/HR,0.0001855804027094739
2100,2947,2,approtinin cc/hr,0.0001855804027094739
2278,3265,2,ecmo flow,0.0001855804027094739
1113,5943,2,sigh breath,0.0001855804027094739
520,6939,2,LUE AV fistula,0.0001855804027094739
1302,1103,2,cvp,0.0001855804027094739
1643,1688,2,passy muir,0.0001855804027094739
1296,1094,2,PODUS BOOT,0.0001855804027094739
2112,2968,2,FEM ART BP,0.0001855804027094739
314,6200,2,foley changed,0.0001855804027094739
725,2226,2,URINE OSMO,0.0001855804027094739
662,2058,2,Hi VE,0.0001855804027094739
487,6820,2,SSI HumR #units,0.0001855804027094739
1281,1056,2,chest pt,0.0001855804027094739
2123,2987,2,Epidural,0.0001855804027094739
625,1990,2,High minute vent.,0.0001855804027094739
724,2225,2,URINE NA,0.0001855804027094739
721,2203,2,SOLUMEDROL,0.0001855804027094739
661,2056,2,Nitric Oxide,0.0001855804027094739
1265,1029,2,INCENTIVE SPIROMETER,0.0001855804027094739
2213,3143,2,low insp pressure,0.0001855804027094739
2212,3142,2,high rr,0.0001855804027094739
1254,1000,2,cisatricurium,0.0001855804027094739
1250,983,2,LEECH THERAPY,0.0001855804027094739
1669,1720,2,high exhale MV,0.0001855804027094739
1032,5769,2,multipodus splints,0.0001855804027094739
819,2460,2,CARIPORIDE ML/HR,0.0001855804027094739
2005,2745,2,ICP LEFT,0.0001855804027094739
264,6033,2,wound care,0.0001855804027094739
1915,7585,2,inexsufflator,0.0001855804027094739
790,2401,2,inner cannula,0.0001855804027094739
1582,1614,2,Time High,0.0001855804027094739
789,2400,2,tidal volumes,0.0001855804027094739
571,1876,2,PROTONIX MG/HR,0.0001855804027094739
1464,1457,2,CPAP,0.0001855804027094739
1462,1455,2,fingerstick glucose,0.0001855804027094739
646,2033,2,High VE,0.0001855804027094739
1436,1419,2,FLOLAN,0.0001855804027094739
914,2643,2,N.O.,0.0001855804027094739
366,6326,2,Bair hugger,0.0001855804027094739
3264,227459,2,Procan Napa,0.0001855804027094739
920,2656,2,SOLUMEDROL MG/KG/HR,0.0001855804027094739
1583,1615,2,Time Low,0.0001855804027094739
650,2040,2,PLOW,0.0001855804027094739
1839,7232,2,Peakflow,0.0001855804027094739
651,2041,2,THIGH,0.0001855804027094739
3263,227458,2,Procan,0.0001855804027094739
931,2669,2,svo2,0.0001855804027094739
779,2373,2,APROTININ ML/HR,0.0001855804027094739
1836,7226,2,THigh,0.0001855804027094739
1834,7200,2,Pmax,0.0001855804027094739
359,6308,2,TEDS,0.0001855804027094739
1410,1380,2,High exhaled min.vol,0.0001855804027094739
1948,7751,2,STOMA BAG CHANGED,0.0001855804027094739
1949,7762,2,autorotation,0.0001855804027094739
416,6471,2,Edema,0.0001855804027094739
1494,1501,2,FOLEY CLAMPED,0.0001855804027094739
638,2020,2,r leg elevated,0.0001855804027094739
1955,7792,2,BATH CARE,0.0001855804027094739
1906,7550,2,PR,0.0001855804027094739
825,2469,2,deflate rectal foley,0.0001855804027094739
1857,7294,2,BNP,0.0001855804027094739
429,6522,2,T-high,0.0001855804027094739
845,2504,2,no,0.0001855804027094739
375,6351,2,Train of Four,0.0001855804027094739
816,2454,2,CISATRA MCG/KG/MIN,0.0001855804027094739
254,6008,2,SPUTUM INDUCTION,0.0001855804027094739
814,2450,2,CLOT IN BLOOD BANK,0.0001855804027094739
1872,7363,2,Bed Rotation Right,0.0001855804027094739
1558,1581,2,APRV,0.0001855804027094739
1853,7286,2,trache,0.0001855804027094739
1553,1575,2,HIGH MINUTE VOL.,0.0001855804027094739
1852,7281,2,Cooling Blanket,0.0001855804027094739
423,6489,2,auto-peep,0.0001855804027094739
433,6537,2,Ketamine,0.0001855804027094739
434,6538,2,tpn,0.0001855804027094739
1544,1561,2,APRV T LOW,0.0001855804027094739
1543,1560,2,APRV T HIGH,0.0001855804027094739
1542,1559,2,APRV P LOW,0.0001855804027094739
881,2566,2,Spontaneous VT,0.0001855804027094739
884,2570,2,valproic acid,0.0001855804027094739
